date_id,full_date,day,month,month_name,quarter,year,weekday,is_weekend
1033,2024-10-29,29,10,October,4,2024,Tuesday,0
1034,2024-10-30,30,10,October,4,2024,Wednesday,0
1035,2024-10-31,31,10,October,4,2024,Thursday,0
1036,2024-11-01,1,11,November,4,2024,Friday,0
1037,2024-11-02,2,11,November,4,2024,Saturday,1
1038,2024-11-03,3,11,November,4,2024,Sunday,1
1039,2024-11-04,4,11,November,4,2024,Monday,0
1040,2024-11-05,5,11,November,4,2024,Tuesday,0
1041,2024-11-06,6,11,November,4,2024,Wednesday,0
1042,2024-11-07,7,11,November,4,2024,Thursday,0
1043,2024-11-08,8,11,November,4,2024,Friday,0
1044,2024-11-09,9,11,November,4,2024,Saturday,1
1045,2024-11-10,10,11,November,4,2024,Sunday,1
1046,2024-11-11,11,11,November,4,2024,Monday,0
1047,2024-11-12,12,11,November,4,2024,Tuesday,0
1048,2024-11-13,13,11,November,4,2024,Wednesday,0
1049,2024-11-14,14,11,November,4,2024,Thursday,0
1050,2024-11-15,15,11,November,4,2024,Friday,0
1051,2024-11-16,16,11,November,4,2024,Saturday,1
1052,2024-11-17,17,11,November,4,2024,Sunday,1
1053,2024-11-18,18,11,November,4,2024,Monday,0
1054,2024-11-19,19,11,November,4,2024,Tuesday,0
1055,2024-11-20,20,11,November,4,2024,Wednesday,0
1056,2024-11-21,21,11,November,4,2024,Thursday,0
1057,2024-11-22,22,11,November,4,2024,Friday,0
1058,2024-11-23,23,11,November,4,2024,Saturday,1
1059,2024-11-24,24,11,November,4,2024,Sunday,1
1060,2024-11-25,25,11,November,4,2024,Monday,0
1061,2024-11-26,26,11,November,4,2024,Tuesday,0
1062,2024-11-27,27,11,November,4,2024,Wednesday,0
1063,2024-11-28,28,11,November,4,2024,Thursday,0
1064,2024-11-29,29,11,November,4,2024,Friday,0
1065,2024-11-30,30,11,November,4,2024,Saturday,1
1066,2024-12-01,1,12,December,4,2024,Sunday,1
1067,2024-12-02,2,12,December,4,2024,Monday,0
1068,2024-12-03,3,12,December,4,2024,Tuesday,0
1069,2024-12-04,4,12,December,4,2024,Wednesday,0
1070,2024-12-05,5,12,December,4,2024,Thursday,0
1071,2024-12-06,6,12,December,4,2024,Friday,0
1072,2024-12-07,7,12,December,4,2024,Saturday,1
1073,2024-12-08,8,12,December,4,2024,Sunday,1
1074,2024-12-09,9,12,December,4,2024,Monday,0
1075,2024-12-10,10,12,December,4,2024,Tuesday,0
1076,2024-12-11,11,12,December,4,2024,Wednesday,0
1077,2024-12-12,12,12,December,4,2024,Thursday,0
1078,2024-12-13,13,12,December,4,2024,Friday,0
1079,2024-12-14,14,12,December,4,2024,Saturday,1
1080,2024-12-15,15,12,December,4,2024,Sunday,1
1081,2024-12-16,16,12,December,4,2024,Monday,0
1082,2024-12-17,17,12,December,4,2024,Tuesday,0
1083,2024-12-18,18,12,December,4,2024,Wednesday,0
1084,2024-12-19,19,12,December,4,2024,Thursday,0
1085,2024-12-20,20,12,December,4,2024,Friday,0
1086,2024-12-21,21,12,December,4,2024,Saturday,1
1087,2024-12-22,22,12,December,4,2024,Sunday,1
1088,2024-12-23,23,12,December,4,2024,Monday,0
1089,2024-12-24,24,12,December,4,2024,Tuesday,0
1090,2024-12-25,25,12,December,4,2024,Wednesday,0
1091,2024-12-26,26,12,December,4,2024,Thursday,0
1092,2024-12-27,27,12,December,4,2024,Friday,0
1093,2024-12-28,28,12,December,4,2024,Saturday,1
1094,2024-12-29,29,12,December,4,2024,Sunday,1
1095,2024-12-30,30,12,December,4,2024,Monday,0
